Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,CGPA,Dropout,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD
21.6,1,28440.0,1,3.91,87.7,1,46.5,0,1,5.8,1.61,2.0,1,1,0,0,0,0,0,0,0,0,0
18.4,1,28133.0,1,4.36,74.9,1,30.0,0,0,5.9,2.42,2.28,0,0,1,0,1,0,0,0,1,0,0
20.5,1,25000.0,1,2.2,100.0,2,12.4,1,1,3.4,4.0,3.99,0,0,0,1,0,0,0,0,0,0,0
22.3,1,25000.0,1,3.18,88.5,2,23.4,0,1,3.6,3.33,3.8,0,0,0,0,0,0,0,1,0,1,0
17.6,1,40167.0,1,3.07,75.3,2,37.4,1,0,2.6,1.52,1.61,0,0,1,0,0,0,0,1,1,0,0
21.4,0,55991.0,1,3.76,65.6,2,32.0,0,1,5.6,3.48,3.16,0,0,0,1,0,0,0,0,0,1,0
21.2,0,128925.0,1,2.42,80.4,0,35.4,0,0,4.7,2.76,2.32,0,0,1,0,0,0,0,1,0,1,0
21.1,1,25000.0,1,1.76,66.3,1,27.9,1,0,3.2,2.05,2.43,0,0,1,0,0,0,0,0,0,0,0
23.3,1,25000.0,1,4.14,73.8,2,20.8,0,1,7.7,2.05,1.79,0,1,0,0,0,0,0,0,0,0,0
21.7,0,25000.0,1,2.09,68.4,3,31.5,0,0,6.2,1.04,0.89,0,0,1,0,1,0,0,0,1,0,0
24.3,1,58421.0,1,4.95,76.0,1,30.8,1,1,4.2,2.66,2.78,0,0,0,1,0,0,1,0,1,0,0
18.8,1,48484.0,1,6.56,77.7,3,42.3,1,0,5.9,1.79,2.17,1,1,0,0,0,0,0,1,1,0,0
21.3,1,25000.0,1,4.3,75.0,0,24.4,0,1,5.1,3.39,3.26,0,0,1,0,1,0,0,0,1,0,0
21.2,0,25000.0,1,4.34,100.0,3,30.6,0,1,2.7,4.0,3.73,0,1,0,0,1,0,0,0,1,0,0
18.6,1,52655.0,1,1.11,80.5,2,28.3,0,0,6.0,0.67,0.67,1,0,0,1,0,1,0,0,1,0,0
23.1,0,37418.0,1,4.81,92.6,2,57.3,1,1,8.5,0.77,1.21,1,0,1,0,0,0,0,1,0,1,0
26.1,1,46865.0,1,3.9,86.6,5,21.0,0,0,8.0,3.5,3.4,0,0,1,0,0,0,0,1,0,0,0
21.0,1,25000.0,1,4.62,80.3,3,25.4,0,0,5.7,3.54,3.54,0,0,0,0,0,0,1,0,0,0,0
22.1,1,25000.0,1,2.48,78.2,3,18.5,1,1,4.7,2.36,3.13,0,0,1,0,0,0,0,1,0,0,0
21.2,0,25000.0,1,3.65,92.8,1,45.6,0,0,6.5,2.2,2.2,0,1,0,0,1,0,0,0,1,0,0
19.4,0,44921.0,1,5.6,73.7,1,46.5,1,1,6.0,2.42,2.87,0,0,1,0,1,0,0,0,0,0,1
17.0,1,105518.0,1,3.01,77.0,0,27.4,0,1,5.3,1.83,1.67,0,1,0,0,0,1,0,0,0,0,0
19.4,1,25000.0,1,3.58,76.9,2,44.2,0,0,8.8,3.1,3.42,1,0,0,1,0,0,0,0,0,0,0
17.9,0,116485.0,0,5.17,82.6,1,33.9,0,0,4.8,2.56,2.59,0,0,1,0,0,0,1,0,0,0,0
24.7,0,48918.0,1,4.91,74.7,2,38.4,0,0,7.2,2.24,2.2,1,0,0,0,0,0,1,0,1,0,0
20.7,1,25000.0,1,5.37,89.5,1,18.1,0,1,5.8,1.85,2.27,0,0,1,0,0,0,0,0,0,1,0
20.2,0,33807.0,1,3.07,90.6,1,31.9,1,0,5.8,2.43,1.78,0,0,1,0,1,0,0,0,0,0,1
23.0,1,49930.0,1,3.8,76.3,2,52.5,0,1,2.5,1.32,1.02,1,1,0,0,0,0,1,0,0,1,0
18.5,1,25000.0,1,2.83,86.2,2,47.7,0,1,7.5,1.52,1.03,0,0,1,0,0,0,0,1,0,1,0
19.3,1,43769.0,1,2.75,75.3,1,39.7,0,0,7.0,0.56,0.38,0,0,0,0,0,0,0,1,0,1,0
21.1,0,60092.0,1,2.76,83.4,2,41.4,0,0,5.8,0.76,0.67,1,0,0,0,0,1,0,0,0,0,0
23.3,1,29740.5,0,4.0,91.4,3,59.2,0,1,5.5,1.7,1.43,1,0,0,0,0,1,0,0,1,0,0
22.1,0,28652.0,1,6.06,82.8,0,39.4,0,0,6.2,4.0,4.0,0,0,0,1,0,0,1,0,1,0,0
21.5,0,26802.0,1,5.65,81.2,0,22.1,0,0,3.2,4.0,3.88,0,1,0,0,0,0,0,0,0,1,0
21.2,0,25880.0,0,4.7,100.0,0,44.6,1,0,3.8,4.0,3.97,0,0,1,0,1,0,0,0,0,1,0
21.9,1,25000.0,1,2.81,84.9,3,29.1,0,0,5.4,2.92,3.05,0,1,0,0,0,0,0,0,1,0,0
21.4,1,25000.0,1,2.67,75.3,3,35.9,0,0,2.5,3.39,3.15,0,0,0,0,1,0,0,0,0,0,0
18.7,0,25000.0,1,3.62,74.6,2,31.4,0,0,7.5,2.45,3.07,1,1,0,0,0,0,0,0,0,0,0
21.1,0,31828.0,1,4.53,100.0,1,21.5,0,1,5.1,3.65,3.51,0,0,0,0,0,0,0,0,1,0,0
18.6,0,25000.0,1,4.73,76.1,1,33.7,0,1,5.7,4.0,4.0,0,0,1,0,1,0,0,0,0,0,0
21.2,1,25000.0,1,4.31,76.4,1,41.6,0,0,3.7,3.3,3.26,0,1,0,0,0,0,0,0,1,0,0
19.9,1,46904.0,1,3.88,82.2,3,38.9,0,0,6.7,1.91,1.65,0,0,1,0,0,1,0,0,1,0,0
26.6,0,37137.0,1,4.28,87.9,1,35.8,0,0,5.2,2.95,2.75,0,0,1,0,0,1,0,0,0,0,0
20.9,1,25000.0,1,3.28,72.1,2,27.6,0,0,4.9,1.61,1.45,1,0,1,0,0,0,0,1,0,1,0
17.9,0,40286.0,1,2.13,79.8,4,10.1,0,0,8.0,1.37,1.4,1,0,1,0,0,1,0,0,0,0,0
20.7,1,25000.0,1,3.62,71.3,1,29.4,1,0,7.9,0.9,0.61,1,0,1,0,0,0,1,0,1,0,0
22.1,1,30879.0,1,4.24,80.8,0,36.7,0,0,6.8,1.52,1.42,0,0,0,1,1,0,0,0,0,0,0
24.7,1,53371.0,1,3.83,88.6,1,5.0,1,1,5.9,2.5,2.63,0,1,0,0,1,0,0,0,1,0,0
19.7,1,25000.0,1,2.02,80.0,0,29.2,1,0,4.6,3.53,3.36,0,0,0,0,0,0,1,0,1,0,0
17.5,1,25000.0,1,3.72,97.8,2,28.9,1,0,5.0,2.33,2.39,0,0,0,1,1,0,0,0,0,0,0
22.8,0,27253.0,0,3.2,75.2,3,19.0,0,1,4.9,3.0,3.1,0,0,0,0,0,0,0,0,0,0,0
18.0,1,25000.0,1,5.74,83.7,0,39.1,1,1,6.2,1.94,2.09,0,0,0,1,0,1,0,0,0,0,0
20.0,1,25173.0,1,4.73,92.5,2,41.3,0,0,5.4,2.76,2.99,0,0,0,1,0,1,0,0,0,0,0
20.4,0,25125.0,0,0.5,90.1,2,51.8,1,1,5.5,1.85,1.5,0,0,0,0,1,0,0,0,0,0,0
20.8,1,25000.0,0,4.07,100.0,2,29.7,0,1,8.3,2.74,2.88,1,0,0,0,1,0,0,0,0,0,0
22.5,1,40879.0,1,2.52,84.6,0,45.5,1,0,7.6,1.38,1.45,1,1,0,0,0,1,0,0,1,0,0
19.5,0,26646.0,0,2.11,74.8,1,20.2,1,0,4.1,3.1,2.66,0,0,1,0,0,1,0,0,1,0,0
20.4,0,60424.0,1,1.02,82.7,2,25.5,0,0,6.0,2.88,3.27,0,0,0,1,0,0,0,1,0,0,0
21.0,1,33837.0,1,5.14,75.3,2,38.2,1,0,4.1,3.0,3.25,0,0,0,1,0,0,0,0,0,1,0
21.3,1,46229.0,1,5.32,83.0,1,22.1,1,0,6.6,2.66,3.03,1,0,0,1,1,0,0,0,0,0,0
21.2,0,60720.0,1,2.05,91.9,2,28.1,0,0,9.0,0.32,0.33,0,0,0,1,0,0,0,1,0,0,0
22.0,1,27473.0,1,5.45,87.6,2,40.1,1,0,4.9,3.64,3.82,0,0,0,0,0,1,0,0,0,1,0
22.9,0,29718.0,1,6.73,81.2,3,29.9,1,0,6.9,1.21,0.94,1,0,0,0,0,0,0,0,0,1,0
21.9,0,25000.0,0,3.73,76.5,0,19.0,1,1,8.4,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0
22.0,0,62550.0,1,2.83,84.6,0,22.9,1,1,5.3,3.33,2.74,0,0,1,0,0,0,0,1,0,0,0
17.5,1,27244.0,1,3.91,86.2,3,26.7,1,0,6.4,1.62,1.07,1,0,0,0,0,0,1,0,0,1,0
21.1,1,25000.0,1,5.52,72.0,1,37.1,0,1,8.6,0.84,1.0,1,0,1,0,0,0,0,1,0,0,0
22.1,0,46343.0,0,5.71,73.8,5,26.1,1,0,3.8,4.0,3.98,1,0,1,0,0,1,0,0,1,0,0
22.6,1,25000.0,1,3.95,79.7,1,5.0,1,1,3.6,2.1,2.14,0,0,1,0,0,0,0,1,1,0,0
19.5,1,25000.0,1,2.81,71.3,2,39.4,0,1,3.3,1.44,1.49,0,0,0,1,0,0,0,1,0,0,0
19.6,0,51276.0,1,4.32,67.5,1,37.7,0,0,6.9,0.94,1.08,1,1,0,0,0,0,0,0,1,0,0
19.7,1,25000.0,1,3.87,73.8,2,17.2,1,0,3.7,2.06,2.44,1,1,0,0,0,0,0,1,1,0,0
22.2,1,25000.0,0,4.15,85.1,0,16.4,0,0,6.5,2.57,2.58,0,0,0,0,0,0,1,0,1,0,0
23.3,0,25000.0,1,3.5,82.8,1,46.2,1,0,7.9,1.92,1.72,1,0,0,0,1,0,0,0,0,1,0
20.1,1,25000.0,1,4.25,78.4,1,27.1,0,0,4.3,2.8,2.55,0,0,0,1,0,1,0,0,1,0,0
23.0,1,45674.0,1,1.58,74.5,0,39.0,0,1,4.1,2.22,2.95,0,0,0,1,0,0,1,0,1,0,0
21.3,1,27619.0,0,4.47,85.0,4,21.7,0,0,6.7,3.41,3.41,0,1,0,0,0,0,0,1,0,1,0
20.7,0,25251.0,0,5.48,84.5,0,37.9,1,0,5.6,1.8,2.28,0,0,0,0,0,0,1,0,0,1,0
20.5,1,25306.0,1,3.75,91.9,1,18.9,0,1,1.2,2.54,2.73,0,0,1,0,0,0,0,0,0,0,1
22.6,1,29985.0,1,4.16,61.9,3,35.1,1,1,8.3,0.0,0.3,1,0,0,0,0,1,0,0,0,1,0
21.7,0,44005.0,1,1.91,68.0,2,34.3,0,0,6.5,1.43,0.78,1,0,0,1,0,0,0,0,0,1,0
26.0,0,28818.0,1,4.68,89.5,4,5.2,1,0,4.8,4.0,3.99,0,0,1,0,1,0,0,0,0,0,0
19.1,1,25000.0,1,5.21,85.8,1,31.5,0,0,4.7,2.73,2.62,0,0,0,0,0,0,1,0,0,0,0
22.1,0,41995.0,1,6.13,89.5,0,21.4,0,0,6.8,1.61,1.52,0,0,0,0,0,0,0,1,0,0,0
19.8,1,40100.0,1,0.91,74.9,2,43.1,0,1,5.4,1.23,0.75,1,0,0,1,0,0,0,0,1,0,0
19.1,0,33635.0,0,4.69,78.9,1,32.8,0,0,5.6,3.48,3.46,1,0,0,0,0,1,0,0,1,0,0
21.0,1,56678.0,1,1.74,71.8,2,27.0,0,0,5.8,3.03,3.53,0,0,1,0,0,0,0,1,1,0,0
21.3,1,29740.5,0,4.0,63.3,0,48.2,1,0,5.5,3.68,3.74,0,0,0,0,0,1,0,0,1,0,0
27.4,0,57920.0,1,3.28,83.1,3,7.2,0,1,4.9,3.66,3.81,0,1,0,0,0,1,0,0,1,0,0
20.6,1,69170.0,1,4.65,93.3,1,53.1,0,1,5.2,0.96,1.44,0,0,0,0,0,1,0,0,0,1,0
18.5,1,42167.0,1,4.56,80.7,3,52.5,1,1,4.1,2.49,2.71,0,1,0,0,0,0,0,1,1,0,0
21.6,1,25000.0,0,4.11,76.3,2,25.3,0,0,6.0,1.05,1.18,0,0,1,0,0,0,0,1,0,1,0
17.0,0,27489.0,1,3.41,73.0,2,40.7,1,1,6.4,2.96,2.49,0,0,0,1,0,0,0,1,0,0,0
20.8,1,62524.0,1,4.21,90.9,1,35.8,1,0,8.5,1.54,1.57,0,0,1,0,0,1,0,0,0,1,0
21.0,1,25000.0,1,5.22,82.6,3,5.0,1,0,4.1,3.86,3.77,0,0,0,1,0,0,0,1,0,1,0
22.7,1,25000.0,1,4.35,83.0,1,28.7,0,0,7.1,1.39,1.56,0,1,0,0,0,1,0,0,0,0,0
23.1,1,25000.0,1,5.03,70.4,0,14.8,1,1,8.1,2.7,2.76,1,0,0,0,0,0,0,1,1,0,0
19.9,1,25000.0,1,2.19,74.7,4,13.7,1,1,7.2,0.42,0.55,0,1,0,0,0,0,1,0,0,0,0
20.7,1,50198.0,1,4.08,87.9,2,26.6,0,0,4.6,1.98,2.13,0,0,1,0,0,0,0,0,0,1,0
19.3,1,37275.0,1,3.37,77.8,3,27.0,0,0,4.9,2.74,2.46,0,0,1,0,0,0,1,0,0,0,0
18.5,1,25000.0,1,5.01,76.8,2,44.6,0,0,8.2,0.75,0.5,1,0,0,0,1,0,0,0,0,0,0
21.7,0,29740.5,0,4.0,100.0,3,21.0,1,1,5.5,4.0,3.47,0,1,0,0,0,0,1,0,0,0,0
18.2,0,27037.0,1,3.33,82.6,2,25.3,0,0,5.4,2.89,3.08,0,0,1,0,0,0,0,0,0,1,0
20.1,0,25000.0,0,4.2,80.6,1,46.4,1,0,4.6,3.41,3.66,0,0,1,0,1,0,0,0,0,1,0
18.8,1,25000.0,1,3.82,80.9,2,27.8,0,1,6.9,2.21,1.66,0,1,0,0,0,0,0,0,0,0,0
22.2,0,38624.0,1,4.51,76.6,5,23.8,0,0,1.1,3.94,3.91,0,0,1,0,0,0,0,1,1,0,0
25.0,1,52230.0,1,4.45,81.4,3,40.3,0,0,4.0,1.99,1.44,0,0,0,1,0,1,0,0,0,1,0
18.1,0,25000.0,1,4.09,97.5,1,36.4,0,0,3.7,1.87,2.47,0,0,1,0,0,0,0,1,0,0,0
17.0,1,41219.0,0,2.26,85.3,1,31.2,0,1,8.4,1.47,0.97,1,0,1,0,0,0,0,0,1,0,0
20.7,1,76807.0,0,5.93,69.2,3,41.1,0,0,5.9,0.74,0.59,1,0,1,0,0,0,0,0,1,0,0
21.0,1,25000.0,1,5.37,78.5,2,15.0,0,0,5.1,4.0,3.98,0,1,0,0,1,0,0,0,1,0,0
21.5,1,36805.0,1,4.12,82.8,1,23.0,1,1,5.1,2.91,2.53,0,0,1,0,1,0,0,0,0,1,0
20.0,0,48942.0,1,4.67,69.9,1,54.0,0,1,3.0,3.97,3.75,0,0,0,0,0,0,1,0,0,0,0
20.6,0,28083.0,1,4.78,78.3,0,5.0,1,1,7.9,1.98,1.96,0,0,1,0,0,1,0,0,0,1,0
21.8,0,29740.5,1,4.0,74.3,0,21.9,0,1,5.5,1.86,1.65,0,0,0,1,0,0,0,1,0,0,0
23.3,0,111224.0,1,5.61,78.8,1,15.8,1,1,6.6,1.48,1.44,0,0,0,1,0,1,0,0,1,0,0
17.0,1,36535.0,1,1.36,82.6,1,30.9,0,0,4.3,0.88,0.74,0,0,1,0,0,0,1,0,0,1,0
20.2,1,25844.0,1,1.78,87.6,6,37.3,0,0,5.4,2.35,2.13,1,0,1,0,0,0,0,0,1,0,0
21.5,0,53433.0,1,3.07,72.8,1,43.3,1,0,3.8,2.33,2.42,0,1,0,0,0,0,0,1,0,0,0
19.0,0,49278.0,1,4.44,81.3,0,25.1,0,0,5.1,4.0,3.95,0,0,0,1,0,0,0,1,0,0,0
24.8,0,25000.0,1,4.17,79.4,1,18.9,1,1,7.4,1.86,2.25,0,0,0,0,0,1,0,0,0,0,0
19.6,1,29684.0,1,4.09,80.2,1,12.6,1,0,5.7,2.03,2.21,0,1,0,0,0,0,0,0,0,1,0
20.9,0,25000.0,1,3.91,75.4,0,30.6,0,0,6.2,1.26,1.27,1,0,1,0,0,1,0,0,1,0,0
22.2,0,37723.0,1,3.58,81.6,1,55.5,1,0,5.6,1.81,1.87,0,0,0,1,0,1,0,0,0,0,0
19.7,1,26471.0,1,2.34,85.9,5,22.9,1,0,8.4,2.5,2.55,0,1,0,0,0,0,0,1,0,1,0
17.0,1,28251.0,1,2.21,70.9,2,29.1,0,1,4.0,3.09,2.68,0,0,0,0,0,0,0,0,0,1,0
20.1,1,25000.0,1,2.33,95.8,0,31.6,0,0,5.3,2.4,2.54,0,1,0,0,0,0,0,0,0,0,0
23.3,0,29740.5,1,4.0,89.5,2,24.9,1,1,5.5,0.62,0.23,0,0,0,0,0,0,0,1,0,0,0
20.3,1,80260.0,1,2.16,69.4,6,47.1,1,0,3.7,1.33,1.04,0,1,0,0,0,0,0,0,0,0,0
19.1,1,29740.5,1,4.0,93.6,3,44.5,1,0,5.5,2.38,2.53,0,1,0,0,0,1,0,0,0,1,0
23.0,1,25000.0,1,3.64,94.1,2,39.8,1,0,5.6,2.68,3.23,0,0,0,1,0,1,0,0,0,0,0
20.3,0,30092.0,1,5.37,78.0,1,41.5,1,0,5.7,1.88,1.77,1,0,0,0,0,0,1,0,1,0,0
19.9,1,29226.0,1,4.57,83.6,1,21.8,0,1,5.7,0.07,0.76,1,0,0,1,0,0,0,0,0,0,0
21.3,1,29740.5,1,4.0,67.7,1,16.2,1,0,5.5,2.52,2.25,0,1,0,0,0,0,0,0,1,0,0
22.7,0,25000.0,1,3.1,71.0,2,21.9,0,0,2.6,0.91,1.03,1,0,0,1,0,1,0,0,0,0,0
26.2,0,25000.0,1,6.47,90.2,3,33.4,0,1,5.8,2.66,2.99,0,0,1,0,0,1,0,0,0,0,0
22.8,1,25000.0,1,3.35,67.0,3,26.1,0,0,3.9,1.05,1.17,1,1,0,0,0,0,0,0,1,0,0
23.6,0,67846.0,1,2.59,84.3,5,36.8,1,0,5.3,1.26,1.47,1,1,0,0,0,0,0,0,1,0,0
19.9,0,34556.0,1,3.63,94.5,5,31.3,0,1,4.2,3.47,3.91,1,0,0,0,0,0,0,0,0,0,0
18.7,1,25000.0,1,3.26,68.5,3,13.9,0,1,2.8,2.04,2.08,0,0,0,1,0,0,0,1,0,1,0
21.1,1,25000.0,1,2.89,79.7,3,44.9,1,0,6.1,2.14,1.83,0,1,0,0,0,0,0,0,1,0,0
21.2,1,25000.0,1,4.05,91.1,5,23.9,1,1,6.8,3.17,3.94,0,0,1,0,0,1,0,0,1,0,0
18.6,1,38123.0,1,5.65,85.2,3,39.4,1,1,7.5,0.41,0.77,1,0,0,1,0,0,1,0,0,1,0
20.6,1,25000.0,1,2.28,88.7,1,19.8,0,0,4.7,4.0,3.97,0,0,1,0,0,1,0,0,1,0,0
21.9,0,31647.0,1,4.5,76.5,2,19.4,1,0,5.6,2.13,1.94,0,0,1,0,1,0,0,0,0,1,0
21.8,1,101292.0,0,5.28,74.5,2,18.9,0,0,6.1,1.29,1.36,1,1,0,0,0,0,0,0,1,0,0
22.1,0,25000.0,1,4.59,80.4,3,12.8,0,0,7.3,0.52,0.35,0,0,0,0,0,0,0,1,1,0,0
21.6,1,25000.0,0,5.35,84.1,6,13.1,0,0,2.3,2.8,2.73,0,0,0,0,1,0,0,0,1,0,0
19.9,0,37392.0,1,4.7,86.8,2,34.6,0,0,2.9,1.12,1.08,1,0,0,0,1,0,0,0,0,0,0
19.9,1,25000.0,1,3.09,85.6,2,18.9,1,0,8.0,0.89,1.3,0,0,0,0,0,0,0,1,0,1,0
18.4,0,83449.0,1,6.33,89.8,0,34.2,0,1,2.5,4.0,3.96,0,1,0,0,0,0,0,1,0,0,0
24.9,0,69021.0,1,4.68,82.9,1,31.2,0,0,7.2,0.54,0.64,0,1,0,0,0,1,0,0,0,0,0
21.0,0,26943.0,0,6.97,73.6,2,40.6,0,0,7.9,2.46,2.74,0,0,1,0,0,0,0,0,0,0,0
20.5,1,25000.0,1,1.58,71.2,1,17.8,1,1,6.9,0.0,0.39,1,1,0,0,1,0,0,0,0,0,0
19.0,0,25000.0,1,7.11,88.1,1,42.7,0,1,3.7,1.39,1.11,0,1,0,0,0,0,0,0,0,0,0
27.5,0,25000.0,1,5.12,90.0,3,19.1,0,0,3.9,3.66,4.0,0,1,0,0,0,1,0,0,0,0,0
18.6,0,37427.0,1,4.61,97.8,3,5.0,0,0,5.4,3.64,3.48,0,0,0,1,0,0,0,0,0,0,0
20.1,1,55480.0,0,2.8,100.0,2,32.3,1,1,8.7,2.62,2.53,0,0,0,0,1,0,0,0,0,0,0
21.9,0,25000.0,0,4.96,89.8,0,19.5,1,0,8.6,2.06,1.83,1,1,0,0,0,0,0,0,0,1,0
22.3,1,54532.0,1,5.56,84.9,4,48.0,0,0,6.0,3.03,2.26,0,0,0,1,0,0,0,0,0,0,0
23.1,0,43071.0,1,1.72,78.6,2,33.6,0,1,2.6,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0
25.0,0,25000.0,0,4.74,75.0,1,29.0,0,0,5.8,2.86,2.85,0,1,0,0,1,0,0,0,1,0,0
22.1,1,25000.0,1,3.16,82.5,0,32.4,0,1,5.1,2.25,2.6,0,1,0,0,0,0,0,1,0,1,0
18.7,1,31880.0,1,4.75,81.2,1,24.0,1,0,5.5,2.16,2.39,1,0,0,0,0,0,1,0,0,0,0
20.4,1,25000.0,1,2.66,97.2,3,50.2,1,1,2.5,4.0,3.98,0,1,0,0,0,0,0,1,1,0,0
21.7,0,54952.0,1,5.65,86.7,2,23.4,0,1,5.9,1.24,1.31,1,0,1,0,0,0,0,1,1,0,0
25.6,1,25000.0,1,3.9,80.2,0,35.6,0,0,2.8,2.28,2.05,0,1,0,0,0,0,1,0,1,0,0
17.9,1,41300.0,1,4.97,74.9,2,20.2,0,0,1.0,1.9,2.15,0,0,0,1,0,0,0,1,0,0,0
23.6,0,28329.0,1,5.26,86.3,3,30.0,0,0,5.9,3.35,3.36,0,0,1,0,0,0,0,1,0,0,0
21.4,1,25000.0,1,4.39,83.1,1,15.2,0,1,9.0,2.4,2.27,1,1,0,0,0,0,0,0,1,0,0
22.8,1,27954.0,1,2.87,78.4,0,32.7,1,1,4.0,3.37,3.03,0,0,0,0,0,1,0,0,1,0,0
20.8,0,56840.0,1,4.82,76.5,4,30.8,0,0,4.6,2.05,2.21,0,0,1,0,0,0,1,0,0,0,0
19.1,1,25000.0,1,3.88,86.4,0,36.6,0,0,7.1,1.99,2.49,0,1,0,0,0,0,0,0,1,0,0
22.7,1,25000.0,1,4.25,78.7,2,35.6,1,0,7.6,0.37,0.0,1,0,0,0,1,0,0,0,1,0,0
22.4,1,25000.0,1,3.53,79.4,3,30.3,0,1,5.7,2.2,1.76,0,0,0,0,0,0,0,1,0,1,0
23.1,0,29052.0,1,1.67,78.1,1,54.5,0,0,4.2,3.13,3.05,0,0,0,1,0,0,1,0,0,0,0
21.0,0,25000.0,1,4.08,100.0,2,29.8,0,0,7.9,2.67,2.33,0,0,1,0,0,1,0,0,0,1,0
19.7,1,25000.0,1,3.22,83.3,1,30.5,0,1,3.3,3.29,3.36,0,0,0,0,0,0,0,1,1,0,0
17.6,1,25000.0,1,4.39,75.4,2,29.0,1,0,4.6,3.69,3.95,0,0,0,1,0,0,0,1,0,1,0
22.8,1,79432.0,1,3.95,61.4,1,32.4,1,0,6.6,1.45,1.07,0,1,0,0,0,0,1,0,0,1,0
21.9,0,34477.0,1,3.32,68.9,2,26.6,1,1,2.7,2.17,2.01,0,0,1,0,0,0,0,1,1,0,0
18.9,1,33773.0,1,6.77,79.7,2,25.6,1,0,6.2,1.92,2.05,1,1,0,0,0,1,0,0,1,0,0
19.8,0,25095.0,1,3.59,95.6,1,39.0,1,0,7.5,2.9,3.03,0,0,0,1,0,0,0,0,0,0,0
20.0,1,28826.0,0,4.1,100.0,2,29.4,0,0,8.5,3.74,3.92,0,0,1,0,1,0,0,0,0,0,0
17.7,0,25000.0,1,6.44,80.1,1,42.6,0,0,4.8,3.38,3.48,0,0,0,0,0,0,1,0,0,0,0
19.2,0,40789.0,1,2.69,84.9,4,7.3,0,0,4.7,3.23,3.33,0,0,1,0,0,0,0,0,0,0,0
18.5,0,31587.0,1,5.09,80.7,2,48.3,0,1,6.8,2.08,2.33,0,0,0,0,0,1,0,0,0,0,0
20.1,1,25000.0,1,3.03,85.6,0,40.7,1,0,4.4,2.48,2.1,0,0,0,1,0,0,0,0,1,0,0
19.4,0,34622.0,1,3.7,80.1,2,29.4,0,1,4.9,4.0,4.0,0,0,1,0,0,0,0,1,0,0,0
17.4,1,25000.0,1,4.52,77.5,1,29.1,1,1,6.1,3.18,2.87,0,0,1,0,0,0,0,1,0,0,0
25.4,1,38113.0,1,5.49,76.7,1,37.7,1,1,6.2,2.56,2.64,0,1,0,0,0,0,0,1,0,0,0
23.8,1,25000.0,1,2.67,87.7,1,17.7,1,0,2.1,4.0,3.94,0,1,0,0,0,0,0,1,1,0,0
19.3,0,28067.0,1,4.33,92.4,2,30.5,0,0,3.4,3.83,3.82,0,0,1,0,0,0,0,0,0,0,0
21.6,0,25000.0,0,3.03,78.4,0,31.9,1,0,2.2,0.76,0.59,0,0,0,0,1,0,0,0,1,0,0
21.9,0,29783.0,1,4.84,87.8,0,5.5,1,0,2.5,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0
23.6,0,42065.0,1,5.26,83.3,3,34.2,0,0,3.5,2.29,2.05,0,0,0,0,1,0,0,0,0,0,0
19.2,1,73255.0,0,4.87,78.9,3,13.8,0,1,5.1,2.55,2.66,0,0,0,1,0,0,1,0,0,1,0
23.4,0,29740.5,1,4.0,87.4,1,43.0,1,0,5.5,3.14,3.22,0,0,0,1,0,1,0,0,1,0,0
19.8,0,53385.0,1,2.57,92.8,0,46.1,1,1,1.6,2.43,3.02,0,1,0,0,0,0,0,1,0,0,0
18.1,0,32167.0,1,3.78,75.4,2,48.1,0,0,3.8,0.61,0.6,0,1,0,0,0,0,0,1,0,0,0
22.6,1,29740.5,1,4.0,79.4,1,26.1,1,1,5.5,3.93,4.0,0,0,0,0,1,0,0,0,0,0,0
23.8,0,46907.0,1,4.67,93.7,2,26.0,0,0,5.1,0.99,0.61,1,0,1,0,0,0,0,0,0,0,0
26.7,0,25808.0,1,5.84,81.7,0,6.3,1,0,4.3,4.0,3.84,0,1,0,0,1,0,0,0,0,0,0
18.4,0,29740.5,1,4.0,60.6,1,38.2,0,0,5.5,2.37,1.98,0,0,1,0,1,0,0,0,0,0,0
22.5,1,25000.0,1,4.68,83.4,0,11.9,0,1,5.2,3.84,3.64,0,1,0,0,0,1,0,0,0,1,0
20.1,0,25000.0,1,2.97,82.1,4,12.6,0,0,4.4,0.95,1.06,0,0,1,0,0,0,1,0,1,0,0
22.7,0,52374.0,1,5.63,90.4,3,26.4,1,0,5.0,3.6,3.94,0,1,0,0,0,0,1,0,0,0,0
17.8,1,72493.0,1,5.32,81.7,0,16.7,1,1,4.3,3.02,3.0,0,0,0,1,0,0,0,1,0,1,0
18.2,1,29114.0,1,3.9,81.9,3,18.5,0,1,7.9,3.48,3.27,0,0,0,1,0,0,1,0,0,0,0
19.3,1,25000.0,0,4.99,81.6,0,30.6,0,1,4.9,3.2,3.65,0,0,1,0,0,0,1,0,1,0,0
21.2,0,26386.0,1,5.09,83.3,1,40.6,0,0,6.3,2.08,2.0,0,0,1,0,0,1,0,0,1,0,0
19.6,1,30317.0,1,2.45,94.1,4,36.5,0,1,6.9,1.42,1.75,1,0,1,0,1,0,0,0,0,0,0
